,track_id,artist,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
501,3QUGWtw2Mtjbd4JB0Sg9h6,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.672,0.649,2.0,-5.073,1.0,0.0678,0.00316,0.0,0.0547,0.883,127.915
502,3n69hLUdIsSa1WlRmjMZlW,alt-J,"['indie rock', 'modern rock']",0.615,0.658,5.0,-7.299,1.0,0.0343,0.096,0.000911,0.205,0.293,150.093
503,60ynqVuPGEmnNqhRRehCZI,Stromae,"['belgian pop', 'g-house']",0.659,0.824,8.0,-8.009,1.0,0.109,0.0213,0.000141,0.384,0.523,150.002
504,119c93MHjrDLJTApCVGpvx,Wu-Tang Clan,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.479,0.549,11.0,-10.551,0.0,0.373,0.57,0.0235,0.127,0.576,180.985
505,3skn2lauGk7Dx6bVIt5DVj,Muse,"['modern rock', 'permanent wave', 'rock']",0.55,0.874,4.0,-4.046,1.0,0.0321,0.000436,1.02e-05,0.206,0.318,121.61
506,4eLn7z31zqzEdlKSgesohf,Jack Johnson,['neo mellow'],0.72,0.586,11.0,-6.001,1.0,0.035,0.215,2.23e-05,0.0919,0.908,176.137
507,4bhsk8zUlScYaTnWOJZfty,Jack Johnson,['neo mellow'],0.641,0.606,1.0,-8.196,0.0,0.101,0.0719,0.0,0.113,0.718,180.15
508,3daDd8yhWLgeWyCeZp9eIj,Jack Johnson,['neo mellow'],0.78,0.572,2.0,-5.999,1.0,0.0316,0.363,0.000457,0.0787,0.863,107.067
509,5t9KYe0Fhd5cW6UYT4qP8f,The Beach Boys,"['adult standards', 'baroque pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",0.396,0.473,10.0,-7.67,0.0,0.0345,0.326,0.000124,0.109,0.385,133.449
510,6iGU74CwXuT4XVepjc9Emf,The Beach Boys,"['adult standards', 'baroque pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",0.521,0.487,6.0,-7.525,0.0,0.0299,0.253,0.0,0.0579,0.483,117.072
511,59RSrxkSKSixEWBAIvE5Wa,Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",0.747,0.716,11.0,-2.457,0.0,0.0751,0.135,0.0,0.251,0.751,125.006
512,3PbsDnKdrZY0ttX7VE9s5R,Kasabian,"['alternative rock', 'britpop', 'garage rock', 'indie rock', 'leicester indie', 'modern rock', 'rock']",0.526,0.895,5.0,-5.407,0.0,0.0543,0.0603,1.3e-06,0.582,0.655,101.016
513,0PXhqIxTrgVsHJUbJS6ysO,Kasabian,"['alternative rock', 'britpop', 'garage rock', 'indie rock', 'leicester indie', 'modern rock', 'rock']",0.49,0.516,8.0,-9.76,0.0,0.0381,0.522,0.31,0.104,0.507,119.945
514,0mHayzmzEB485RkUCETcCL,Daft Punk,"['electro', 'filter house']",0.43,0.829,1.0,-9.142,0.0,0.043,1.62e-05,0.879,0.358,0.0406,101.974
515,5l5oJ7rf3ZODYsrAS1hah4,Elvis Presley,"['rock-and-roll', 'rockabilly']",0.395,0.307,2.0,-13.508,1.0,0.0277,0.938,9.87e-05,0.103,0.341,100.011
516,4zqTBLnNf3vxCdYyVLxL1I,Delta Spirit,"['indie folk', 'indie rock', 'modern folk rock', 'modern rock', 'new americana', 'piano rock', 'stomp and holler']",0.494,0.319,6.0,-14.541,1.0,0.0287,0.822,0.18,0.103,0.132,143.994
517,3QiAAp20rPC3dcAtKtMaqQ,Elvis Presley,"['rock-and-roll', 'rockabilly']",0.465,0.27,4.0,-16.661,1.0,0.0425,0.9,0.00104,0.145,0.58,94.518
518,3zUE1KfsaIoIarrpzK4sxo,Delta Spirit,"['indie folk', 'indie rock', 'modern folk rock', 'modern rock', 'new americana', 'piano rock', 'stomp and holler']",0.693,0.707,1.0,-7.316,0.0,0.0499,0.609,0.0,0.307,0.559,131.916
519,2ThEm5QN5UrJzmpAAMaH1Y,Beirut,"['albuquerque indie', 'baroque pop', 'chamber pop', 'indie rock', 'stomp and holler']",0.612,0.573,2.0,-7.31,0.0,0.0299,0.92,0.0421,0.115,0.42,109.996
520,0lLdorYw7lVrJydTINhWdI,Michael Bublé,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",0.339,0.214,4.0,-11.714,1.0,0.0375,0.908,7.47e-06,0.341,0.363,94.775
521,0xPaZrF25ltzvz1a2Pm5DQ,Michael Bublé,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",0.503,0.465,8.0,-8.077,0.0,0.0274,0.42,0.0,0.101,0.143,141.793
522,0alZusqxXHi4pavzTrgSmS,Lorde,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.317,0.353,6.0,-10.19,1.0,0.0439,0.272,0.0,0.171,0.109,95.067
523,5NXIHceLc97F7UIfkVNKFQ,Jessica Hernandez and the Deltas,['detroit rock'],0.608,0.889,0.0,-3.938,0.0,0.0409,0.0014,4.88e-05,0.135,0.605,140.957
524,3BxWKCI06eQ5Od8TY2JBeA,The Pussycat Dolls,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'urban contemporary']",0.57,0.821,2.0,-4.38,1.0,0.267,0.178,0.0,0.289,0.408,210.857
525,10rllHQdaHMzetvxLZfrTm,Lorde,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.583,0.636,1.0,-7.721,1.0,0.0344,0.109,0.000569,0.124,0.0591,94.942
526,0lHLXLhJzOrRdjlAc3DwZC,Stevie Wonder,"['adult standards', 'funk', 'motown', 'quiet storm', 'soul']",0.297,0.301,7.0,-10.381,0.0,0.0346,0.677,0.0,0.115,0.23,78.46
527,04YCoK8SspDy9Gv52aUrz8,Zoé,"['latin alternative', 'latin rock', 'mexican rock', 'morelos indie', 'rock en espanol']",0.313,0.824,4.0,-7.022,0.0,0.0453,0.0799,0.0333,0.957,0.418,190.113
528,0KFkeq7DYdj5OT8vMML6il,Stromae,"['belgian pop', 'g-house']",0.68,0.851,11.0,-7.665,0.0,0.12,0.00114,0.00193,0.308,0.593,127.954
529,6CTbvxcE6JlTM4cdHZry58,The Submarines,"['indie pop', 'la indie']",0.625,0.934,5.0,-2.869,0.0,0.0584,0.000555,0.0897,0.111,0.679,87.023
530,6KmSpuVSuYBvut7zb1e0ys,Dan Auerbach,"['garage rock', 'indie folk', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock', 'stomp and holler']",0.384,0.755,8.0,-5.812,1.0,0.0537,0.206,0.0266,0.663,0.595,85.358
531,6huiUj0YLVzaiqvkcueE4R,Guster,"['boston rock', 'neo mellow', 'pop rock']",0.545,0.747,6.0,-6.304,0.0,0.0288,0.0035,0.0525,0.118,0.641,131.936
532,2inSaXfDWLkOfwYPZItoBw,The Heavy,"['bath indie', 'funk', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'rock']",0.68,0.64,1.0,-6.691,0.0,0.0336,0.29,0.00593,0.124,0.738,105.981
533,503OTo2dSqe7qk76rgsbep,Dr. Dre,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.816,0.775,11.0,-3.323,1.0,0.234,0.16,0.00031,0.0543,0.527,93.431
534,5RjbFGeWVsCpw8EcE8OrvZ,Kanye West,"['chicago rap', 'rap']",0.842,0.668,1.0,-6.043,1.0,0.26,0.015,0.0,0.0699,0.345,92.703
535,23BOkRURifSCnAytd48S6l,Dan Auerbach,"['garage rock', 'indie folk', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock', 'stomp and holler']",0.405,0.812,1.0,-8.046,0.0,0.055,0.0201,0.694,0.206,0.676,156.963
536,,,,,,,,,,,,,,
537,1ObS3tBoP3SkKlYWOsCqY1,Amy Winehouse,"['british soul', 'neo soul']",0.699,0.814,2.0,-3.709,1.0,0.031,0.0131,0.00576,0.0713,0.76,103.381
538,1EXAqr4fceDPYlL6XeMi2g,Amy Winehouse,"['british soul', 'neo soul']",0.439,0.874,0.0,-3.052,1.0,0.0666,0.0489,1.91e-06,0.426,0.739,71.881
539,467EtYDw801TKMxMtGCsFO,Prince Royce,"['bachata', 'latin hip hop']",0.816,0.415,1.0,-6.307,1.0,0.0559,0.00391,0.0,0.139,0.304,100.022
540,1YrHyDbH17btvI2rFTkbCQ,Snoop Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",0.863,0.771,7.0,-2.77,1.0,0.19,0.00954,0.0,0.288,0.812,95.029
541,7J4gq1xNP3IsG6lDk0eSa7,Hozier,"['irish singer-songwriter', 'pop']",0.572,0.661,4.0,-5.304,0.0,0.0472,0.59,0.0,0.121,0.386,129.093
542,,,,,,,,,,,,,,
543,7ABWRukVQcXrIrDKDx5Gek,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.257,0.409,7.0,-10.828,0.0,0.0363,0.899,0.00293,0.109,0.0794,145.759
544,3TnkIlAkX0CCpJOt57ovqL,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.481,0.883,4.0,-5.554,1.0,0.0638,0.000679,0.558,0.145,0.46,135.937
545,6a6EnneRMZqlKW9NvOSUBk,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.499,0.81,5.0,-5.579,1.0,0.0347,0.000637,0.0748,0.0625,0.288,131.052
546,70wYA8oYHoMzhRRkARoMhU,The Killers,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",0.467,0.988,11.0,-3.313,1.0,0.112,0.000152,0.0484,0.28,0.321,130.433
547,3lAun9V0YdTlCSIEXPvfsY,Édith Piaf,"['chanson', 'torch song', 'vintage schlager']",0.371,0.278,7.0,-8.596,0.0,0.0303,0.981,0.0,0.272,0.338,82.331
548,2yWtrTkkNznqDWvsKthpkr,Louis Armstrong,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']",0.519,0.101,0.0,-13.029,1.0,0.0509,0.761,0.0128,0.185,0.299,141.099
549,7tawDKBYV9059X92D6dr7R,Fergie,"['dance pop', 'pop', 'post-teen pop', 'rap']",0.731,0.563,2.0,-4.046,1.0,0.131,0.191,0.00042,0.296,0.452,184.009
550,0D4gIeyrMtxOAvCWsTHN9x,Édith Piaf,"['chanson', 'torch song', 'vintage schlager']",0.382,0.354,7.0,-6.595,1.0,0.0289,0.858,3.11e-06,0.168,0.435,87.018
551,70HxZbVnoyrfQ4dIWgcYMm,Ratatat,"['alternative dance', 'indietronica', 'new rave']",0.646,0.759,2.0,-5.335,1.0,0.0626,0.0118,0.829,0.0558,0.354,104.992
552,23jylp0XiAZTP08cGMATuN,Justice,"['alternative dance', 'electro house', 'electronica', 'filter house', 'new rave']",0.314,0.711,8.0,-5.72,1.0,0.09,0.0204,0.00746,0.0969,0.438,183.866
553,4woQ1mc7PzrQ39j0asLJrf,Justice,"['alternative dance', 'electro house', 'electronica', 'filter house', 'new rave']",0.524,0.601,7.0,-5.36,1.0,0.0369,0.0679,0.0,0.119,0.542,91.82
