,track_id,artist,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2079,1kcfGBb6kSrGqNIMW7rAlB,Electric Guest,"['alternative dance', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'shimmer pop', 'vapor soul']",0.903,0.532,7.0,-7.188,0.0,0.0593,0.122,0.0345,0.176,0.701,96.991
2080,4cTD99OSLy19Uh2exKRQNa,Bon Iver,"['eau claire indie', 'indie folk', 'melancholia']",0.671,0.147,10.0,-18.626,1.0,0.0366,0.958,0.0779,0.144,0.0556,115.298
2081,7H2zem6ynyk67mqqXDIwDS,Bon Iver,"['eau claire indie', 'indie folk', 'melancholia']",0.39,0.129,2.0,-15.872,1.0,0.0519,0.928,0.0023,0.271,0.175,103.039
2082,2LthqyP0MLhGUBICwR1535,Bon Iver,"['eau claire indie', 'indie folk', 'melancholia']",0.676,0.0812,2.0,-22.846,1.0,0.0398,0.979,0.416,0.118,0.314,125.053
2083,70iOSauxRnN75tRClYXmuK,Spoon,"['alternative dance', 'alternative rock', 'austindie', 'indie rock', 'modern rock', 'pop rock', 'rock']",0.76,0.732,11.0,-5.65,0.0,0.0714,0.293,0.00121,0.0293,0.885,102.988
2084,7eTRDprfVaw7FeBPemUKFj,Cheers Elephant,"['philly indie', 'shimmer pop']",0.722,0.637,4.0,-6.907,0.0,0.0484,0.000348,0.00966,0.108,0.79,140.039
2085,5xy3350chgFfFcdTET4xz3,Car Seat Headrest,"['alternative rock', 'indie pop', 'indie rock', 'rock']",0.534,0.663,9.0,-5.679,1.0,0.0395,0.0106,0.0184,0.0708,0.315,104.927
2086,4p82pfEa4cayPqXLN6Rhzm,Modest Mouse,"['alternative rock', 'double drumming', 'indie rock', 'modern rock', 'rock', 'washington indie']",0.376,0.736,4.0,-9.438,0.0,0.0412,0.326,0.105,0.107,0.796,185.12
2087,5jJ69cMDMC0aeWPjZo6VP2,Modest Mouse,"['alternative rock', 'double drumming', 'indie rock', 'modern rock', 'rock', 'washington indie']",0.659,0.906,7.0,-3.906,0.0,0.0428,0.156,3.27e-06,0.105,0.792,94.997
2088,7uUAPfJRBR9NbDMqlAqdkS,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.724,0.757,9.0,-4.787,0.0,0.0274,0.00777,0.000154,0.215,0.878,109.98
2089,6f9CR3eNerlPaL3ZNYEkwt,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.574,0.793,11.0,-6.059,0.0,0.0321,0.00814,0.00874,0.161,0.678,119.977
2090,5fOo2kkbwAdDV8gMFzs4n6,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.361,0.87,7.0,-4.527,1.0,0.136,0.00102,0.000896,0.438,0.472,175.133
2091,0uAodKUvJUIbGnV4rkPJUj,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.422,0.819,2.0,-7.698,1.0,0.051,0.000484,0.0412,0.185,0.598,139.784
2092,3OpoDVx3Ct42RM68Bvffvy,The Black Keys,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",0.279,0.626,11.0,-7.095,1.0,0.0342,0.077,0.00394,0.118,0.342,77.513
2093,3ohLnESFgYACPMCkoTOzqE,Chubby Checker,"['adult standards', 'bubblegum pop', 'rock-and-roll', 'rockabilly']",0.533,0.638,4.0,-7.13,1.0,0.0341,0.202,0.0,0.0729,0.937,156.663
2094,7FESgYLcOufHqKlwrvJN60,Portugal. The Man,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']",0.78,0.798,1.0,-5.151,0.0,0.0613,0.0406,6.31e-05,0.0733,0.771,78.969
2095,6sChW7Z0IwSvvBR6m4dMws,Wavves,"['indie garage rock', 'indie rock', 'indie surf', 'lo-fi', 'noise pop', 'noise rock', 'nu gaze', 'san diego indie', 'surf punk']",0.349,0.97,9.0,-4.691,1.0,0.0941,1.3e-06,0.692,0.133,0.0974,121.907
2096,2gOaGuy7ZlfVDSnTfPkxpH,The Cure,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",0.74,0.816,0.0,-4.764,1.0,0.0765,0.497,0.0,0.195,0.963,91.91
2097,4asjU3sDnn3002bTJIg2vZ,Modest Mouse,"['alternative rock', 'double drumming', 'indie rock', 'modern rock', 'rock', 'washington indie']",0.71,0.698,2.0,-5.797,1.0,0.0332,0.0697,0.0,0.478,0.852,104.007
2098,1fBO9S4vo5cfCfRK1Ofaxa,Modest Mouse,"['alternative rock', 'double drumming', 'indie rock', 'modern rock', 'rock', 'washington indie']",0.691,0.551,5.0,-8.984,1.0,0.0389,0.386,0.00115,0.223,0.654,93.979
2099,04rWiaetzZqfZ76xDbvlll,Modest Mouse,"['alternative rock', 'double drumming', 'indie rock', 'modern rock', 'rock', 'washington indie']",0.473,0.714,4.0,-9.16,1.0,0.0402,0.506,0.00287,0.159,0.31,138.347
2100,1iMOLNyzKtIMucwZzQSjZi,Wavves,"['indie garage rock', 'indie rock', 'indie surf', 'lo-fi', 'noise pop', 'noise rock', 'nu gaze', 'san diego indie', 'surf punk']",0.42,0.788,6.0,-5.356,1.0,0.0524,0.00131,0.0,0.125,0.242,142.98
2101,3tchJ8gDgMdaSxpaLxlr1F,Sufjan Stevens,"['baroque pop', 'chamber pop', 'singer-songwriter']",0.519,0.163,0.0,-18.131,0.0,0.0489,0.926,0.751,0.115,0.356,142.116
2102,040rFWvGkbSWoUCqVN47bC,Greg Weeks,"['freak folk', 'new weird america']",0.191,0.265,8.0,-11.776,0.0,0.0391,0.787,0.884,0.121,0.345,82.996
2103,03RfCQHvT4HHw50AyBxa2U,Piano Tiles2,[],0.226,0.509,0.0,-12.588,0.0,0.0352,0.981,0.924,0.135,0.437,85.908
2104,1eukhqIpJ2HMETMmWvR9t0,Broken Social Scene,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'canadian rock', 'chillwave', 'indie pop', 'indie rock', 'modern rock', 'noise pop', 'stomp and holler']",0.576,0.389,5.0,-12.474,1.0,0.04,0.0882,0.825,0.0946,0.726,175.867
2105,0KYc54cBDNV7ZxBBl0iPFg,Sparklehorse,"['alternative rock', 'anti-folk', 'chamber pop', 'dream pop', 'indie rock', 'lo-fi', 'melancholia']",0.391,0.522,9.0,-9.089,1.0,0.0324,0.0636,0.298,0.0837,0.389,168.683
2106,1fPLarHjgMC9QlsHfPijbr,Bright Eyes,"['anti-folk', 'chamber pop', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",0.518,0.714,9.0,-7.772,0.0,0.0393,0.156,0.00136,0.106,0.528,80.61
2107,4IPS6wxtt521PCNC4fCeH5,Islands,"['indie rock', 'quebec indie', 'stomp and holler']",0.428,0.492,3.0,-8.881,1.0,0.0366,0.629,0.000429,0.0909,0.54,116.036
2108,67thZKUVkQwpmnGSSUxLPX,Wilco,"['alternative country', 'alternative rock', 'chicago indie', 'indie pop', 'indie rock', 'pop rock', 'roots rock']",0.353,0.257,0.0,-10.675,1.0,0.0391,0.846,0.148,0.0897,0.121,75.965
2109,1FcQEigXYeq1GH51KG0QAK,Rita Indiana,"['deep latin alternative', 'dominican pop']",0.712,0.55,2.0,-12.018,0.0,0.235,0.016,0.0505,0.232,0.821,161.026
2110,23SZWX2IaDnxmhFsSLvkG2,Kanye West,"['chicago rap', 'rap']",0.598,0.713,6.0,-3.625,0.0,0.0326,0.0207,0.000175,0.431,0.118,91.964
2111,2DncVCuvsWRueBrgkjMuHI,Spoon,"['alternative dance', 'alternative rock', 'austindie', 'indie rock', 'modern rock', 'pop rock', 'rock']",0.615,0.839,10.0,-7.555,0.0,0.0631,0.775,0.544,0.138,0.329,129.545
2112,7J0sdnlfdVeuGlOOoEoHVv,Julio Iglesias,['latin pop'],0.612,0.817,7.0,-6.308,0.0,0.109,0.692,9.53e-05,0.345,0.521,96.315
2113,1TGHvWtCeIGMvO75P1hhqa,Julio Iglesias,['latin pop'],0.576,0.698,0.0,-5.181,1.0,0.0321,0.565,0.0,0.386,0.708,98.855
2114,6uZuYp9eRdtsMnziCXVmLb,Julio Iglesias,['latin pop'],0.448,0.758,2.0,-5.938,1.0,0.0406,0.696,5.47e-05,0.423,0.585,125.775
2115,0V9CF315TMGEvOWXQBNuUO,Shaggy,"['dance pop', 'pop rap', 'reggae fusion']",0.854,0.793,2.0,-8.25,1.0,0.25,0.238,1.27e-05,0.356,0.796,158.554
2116,6onLnWywmbSnXDFPVY1mM6,Christina Aguilera,"['dance pop', 'pop', 'post-teen pop']",0.633,0.792,1.0,-6.968,1.0,0.149,0.185,0.000185,0.152,0.918,175.795
2117,32G6qOwK5SuBEA9D6pth34,Hozier,"['irish singer-songwriter', 'pop']",0.576,0.443,0.0,-6.52,0.0,0.0255,0.402,0.000183,0.141,0.258,67.048
2118,4YpfqCRwb3ttShlTNaB2jU,Sufjan Stevens,"['baroque pop', 'chamber pop', 'singer-songwriter']",0.365,0.0299,6.0,-20.546,1.0,0.0709,0.946,0.49,0.111,0.255,80.762
2119,2oJInAFXiQYLgz0jh9MrXf,Gorillaz,['alternative hip hop'],0.383,0.621,6.0,-5.878,0.0,0.113,0.0272,0.0,0.427,0.213,80.051
2120,0V5zAGdvO780GT3gtdxzLt,Gorillaz,['alternative hip hop'],0.788,0.472,0.0,-9.021,1.0,0.0475,0.003,0.0322,0.59,0.257,130.084
2121,4xmauQDU8n3QZ2kzfa3wTH,Gorillaz,['alternative hip hop'],0.676,0.905,1.0,-2.569,1.0,0.147,0.594,0.0,0.154,0.519,152.186
2122,7eOGidOoCqWAp4p1tnEdyG,Gorillaz,['alternative hip hop'],0.507,0.985,0.0,-2.392,1.0,0.153,0.228,3.31e-05,0.19,0.394,150.059
2123,2JQm8NNpFkwvhuKH3yhuC9,Jamie xx,"['electronica', 'future garage', 'new rave']",0.647,0.629,8.0,-10.752,0.0,0.0427,0.00442,0.259,0.122,0.177,109.011
2124,0upcwsWXAgtSFAG72Ry9em,Foster The People,"['indietronica', 'modern rock', 'rock']",0.515,0.913,8.0,-4.345,1.0,0.0524,0.000257,0.00174,0.284,0.266,119.989
2125,2UyWClHKt6fut3IpS2tJiR,Foster The People,"['indietronica', 'modern rock', 'rock']",0.681,0.736,8.0,-6.269,1.0,0.0288,0.0633,7.96e-06,0.0596,0.849,125.976
2126,0XrKqY3EBKVilNM2vPUs1A,STRFKR,"['chillwave', 'indie rock', 'indietronica', 'modern rock']",0.681,0.383,2.0,-12.243,1.0,0.0316,0.907,0.741,0.121,0.267,167.989
2127,1QEoGdSXX8XEcZCk8P8UNy,STRFKR,"['chillwave', 'indie rock', 'indietronica', 'modern rock']",0.711,0.536,6.0,-12.403,1.0,0.0451,0.218,0.688,0.0658,0.582,120.011
2128,40KPElCGJj0eZsP8EGuaDW,STRFKR,"['chillwave', 'indie rock', 'indietronica', 'modern rock']",0.446,0.37,9.0,-18.911,0.0,0.0401,0.81,0.931,0.288,0.204,119.668
2129,7gUyJGgLNb8PZ1F6CO7LAu,STRFKR,"['chillwave', 'indie rock', 'indietronica', 'modern rock']",0.691,0.505,10.0,-8.357,1.0,0.0377,0.751,0.92,0.269,0.629,99.958
2130,2Nmx4gfiTTVEpnYLDQXi0g,STRFKR,"['chillwave', 'indie rock', 'indietronica', 'modern rock']",0.834,0.309,11.0,-12.432,0.0,0.0545,0.533,0.86,0.088,0.895,119.992
2131,12GEv3kB19M52HvybQ6maU,Electric Guest,"['alternative dance', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'shimmer pop', 'vapor soul']",0.768,0.833,10.0,-4.649,0.0,0.0367,0.0255,6.15e-05,0.0975,0.858,120.006
2132,6hWT56Jas2g7B0Fvh8BThh,Lyla Foy,['british singer-songwriter'],0.719,0.46,0.0,-9.805,1.0,0.0337,0.589,0.308,0.113,0.35,118.302
2133,0UeYCHOETPfai02uskjJ3x,Bag Raiders,"['alternative dance', 'australian dance', 'filter house', 'indietronica', 'new rave', 'nu disco']",0.636,0.72,11.0,-6.195,1.0,0.0432,0.0893,0.0178,0.0868,0.425,124.944
2134,5fDj1YVNR04RtQNP4iYapO,Death Grips,"['escape room', 'experimental hip hop', 'industrial hip hop']",0.547,0.884,8.0,-1.452,1.0,0.366,0.0221,1.33e-06,0.0662,0.608,146.75
2135,4zDwWS97ZkafB8Zbe0pnnm,Justin Timberlake,"['dance pop', 'pop']",0.853,0.839,11.0,-6.311,0.0,0.0702,0.117,0.0228,0.111,0.836,105.045
2136,6JoyChvQThHWW8k2lRSGNB,Justin Timberlake,"['dance pop', 'pop']",0.692,0.435,6.0,-5.865,1.0,0.288,0.0113,6.44e-05,0.0855,0.618,99.929
2137,5vnzsxmU1yL8V2nX0AFZ1x,Justin Timberlake,"['dance pop', 'pop']",0.835,0.612,8.0,-6.262,0.0,0.149,0.0571,0.0,0.0895,0.689,147.086
2138,0qHeP8zt2WWef7EWCs1ECj,Nick Cave & The Bad Seeds,"['art rock', 'permanent wave']",0.735,0.403,4.0,-11.599,0.0,0.037,0.139,0.473,0.107,0.453,115.658
2139,1LpjlPR8Gv52B04UQNLZAw,The Lonely Island,"['comedy rap', 'comic', 'pop rap']",0.711,0.765,5.0,-4.85,1.0,0.263,0.297,0.0,0.282,0.47,98.627
2140,0Pzek9NOVB73YolgD7zIGR,cupcakKe,"['chicago rap', 'dance pop', 'trap queen', 'viral rap']",0.677,0.94,10.0,-2.366,0.0,0.295,0.368,0.0,0.101,0.613,73.558
2141,0AfNLvmxt9wj7Ulnl4oBYj,Electric Guest,"['alternative dance', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'shimmer pop', 'vapor soul']",0.703,0.446,2.0,-8.723,1.0,0.143,0.0735,0.333,0.072,0.689,77.064
2142,3CCS6y9BPowg2jYiaY94UZ,Gorillaz,['alternative hip hop'],0.607,0.785,1.0,-5.955,0.0,0.258,0.211,3.34e-06,0.915,0.517,81.087
2143,3j5DVpcCELigVZrmwGOw3X,St. Vincent,"['art pop', 'chamber psych', 'electropop', 'etherpop', 'indie pop', 'indie rock', 'metropopolis']",0.57,0.704,1.0,-8.32,1.0,0.0314,0.0104,0.455,0.0905,0.437,115.041
2144,2xcRTNxhhCL5HbCp4UGkjh,Mac DeMarco,"['edmonton indie', 'lo-fi indie']",0.568,0.674,3.0,-5.194,0.0,0.0301,0.13,0.0634,0.431,0.512,93.194
2145,6olUplztLFFfU7fMYmFXOP,Childish Gambino,"['atl hip hop', 'hip hop', 'pop', 'rap']",0.699,0.601,0.0,-6.48,1.0,0.0304,0.0972,1.17e-05,0.562,0.434,98.04
2146,155Xd1apPAbslc4WA49wPa,The National,"['indie rock', 'modern rock', 'stomp and holler']",0.655,0.445,0.0,-12.06,1.0,0.0274,0.875,0.634,0.115,0.14,130.012
2147,6acDlNeA06MCVCzsTVGr9V,Milky Chance,['german pop'],0.743,0.659,10.0,-6.755,1.0,0.0343,0.0998,0.00028,0.0622,0.804,114.033
2148,63fj7dR4QGRHDHKZStUuAY,Milky Chance,['german pop'],0.804,0.5,0.0,-9.462,1.0,0.0657,0.535,0.000817,0.232,0.534,110.058
2149,2z4A8XsOwpYuI1ktPXj6nw,Miike Snow,"['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']",0.258,0.713,1.0,-4.15,1.0,0.0677,0.0312,0.0,0.337,0.542,76.2
2150,4QZcPJBcfpz5vP9FoOcWvB,Asheru,['political hip hop'],0.784,0.87,11.0,-6.143,1.0,0.325,0.0691,0.0,0.31,0.773,96.286
2151,4yqaApgNwG5QGdDKGCKC1b,Arcade Fire,"['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",0.492,0.539,3.0,-10.193,1.0,0.0319,0.461,0.21,0.142,0.366,105.125
2152,4AfILr9wieDw8CdM4cZ6th,Arcade Fire,"['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",0.371,0.689,0.0,-6.638,1.0,0.0364,0.0358,2.81e-05,0.223,0.212,121.309
2153,0nev4XL4Y6hrDsRpK4ERcU,Arcade Fire,"['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",0.333,0.75,1.0,-6.942,1.0,0.0371,0.00072,0.224,0.12,0.276,135.296
2154,6HQP3HT917ixk23MQQvekb,Karen O,['new jersey indie'],0.383,0.332,10.0,-7.088,1.0,0.0465,0.833,0.0,0.127,0.424,78.317
2155,2mlAsykSvdwcwig2Pbk4Xo,Human Highway,"['ontario indie', 'toronto indie']",0.766,0.748,6.0,-8.998,1.0,0.0884,0.199,0.000331,0.0664,0.791,104.928
2156,7zPWZKizpVhoJFomeRTcXC,cupcakKe,"['chicago rap', 'dance pop', 'trap queen', 'viral rap']",0.649,0.707,2.0,-8.545,1.0,0.484,0.172,2e-06,0.364,0.328,130.343
2157,6iMPX4WDqSLJ0Bgr1omwaS,cupcakKe,"['chicago rap', 'dance pop', 'trap queen', 'viral rap']",0.519,0.836,1.0,-4.322,1.0,0.38,0.203,0.0,0.0953,0.731,100.51
2158,0MOkOGOe3LYKmOBlFWtF3A,Julia Jacklin,"['art pop', 'indie folk', 'indie pop', 'indie rock', 'sydney indie']",0.661,0.43,0.0,-8.23,1.0,0.0328,0.157,0.0,0.137,0.393,110.916
2159,37mcyhjFGm3os4snyT0Seo,cupcakKe,"['chicago rap', 'dance pop', 'trap queen', 'viral rap']",0.666,0.961,1.0,-2.159,1.0,0.303,0.192,1.08e-05,0.678,0.593,133.404
2160,61FLXlYd7F8WpTQrr4QSqM,cupcakKe,"['chicago rap', 'dance pop', 'trap queen', 'viral rap']",0.725,0.505,5.0,-16.683,0.0,0.945,0.667,0.0,0.178,0.816,105.248
2161,6sIvAyM1AtnSGz3anRLcDo,alt-J,"['indie rock', 'modern rock']",0.495,0.745,11.0,-5.475,0.0,0.035,0.142,0.000441,0.194,0.589,143.398
2162,439TlnnznSiBbQbgXiBqAd,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.487,0.729,2.0,-6.815,1.0,0.271,0.0538,4.07e-06,0.44,0.217,91.048
2163,3903Tbix9PdoculpJLikHf,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.451,0.831,5.0,-8.641,0.0,0.307,0.0623,0.0,0.185,0.41,176.162
2164,0N3W5peJUQtI4eyR6GJT5O,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.884,0.657,6.0,-4.569,0.0,0.0977,0.00589,0.0,0.154,0.489,107.059
2165,3kxfsdsCpFgN412fpnW85Y,Childish Gambino,"['atl hip hop', 'hip hop', 'pop', 'rap']",0.745,0.356,1.0,-10.425,1.0,0.0941,0.172,0.00943,0.123,0.607,160.033
2166,675zsrQMDw7NRGGwl5uLNu,Boyfriend,"['escape room', 'k-pop', 'trap queen']",0.735,0.64,2.0,-10.167,1.0,0.246,0.0165,0.00248,0.101,0.485,176.047
2167,0F845nujLVqCb0XMZCh5Pc,Chet Baker,"['adult standards', 'cool jazz', 'jazz', 'jazz trumpet', 'lounge', 'vocal jazz']",0.532,0.0657,0.0,-19.136,0.0,0.0406,0.94,0.00488,0.0946,0.292,128.607
2168,0xcJPMoBe9FenntXbfyx97,Stan Getz,"['bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz']",0.597,0.128,9.0,-16.656,0.0,0.0491,0.959,0.000704,0.123,0.34,128.393
2169,5Nt41Hjul5PQrNS8KmxSXI,Mree,['ambient folk'],0.287,0.0581,7.0,-13.358,0.0,0.0353,0.987,0.00112,0.138,0.097,98.789
2170,4l9hml2UCnxoNI3yCdL1BW,Chet Baker,"['adult standards', 'cool jazz', 'jazz', 'jazz trumpet', 'lounge', 'vocal jazz']",0.438,0.00756,0.0,-26.44,0.0,0.0382,0.941,0.00643,0.109,0.277,133.32
2171,4gFlHAye7To29Fs4UszQUH,Chet Baker,"['adult standards', 'cool jazz', 'jazz', 'jazz trumpet', 'lounge', 'vocal jazz']",0.442,0.033,10.0,-23.063,1.0,0.041,0.922,0.000171,0.151,0.21,103.34
2172,3BrNu9xhDpSqVdlco5RvXe,Sparklehorse,"['alternative rock', 'anti-folk', 'chamber pop', 'dream pop', 'indie rock', 'lo-fi', 'melancholia']",0.525,0.788,6.0,-7.618,0.0,0.0335,0.0179,0.0102,0.353,0.675,129.392
2173,7yYf5GF0jX6M6KywKygE0c,Heatmiser,"['alternative rock', 'indie rock', 'lo-fi', 'portland punk', 'post-hardcore']",0.532,0.38,10.0,-10.526,1.0,0.0298,0.083,0.0,0.359,0.317,84.494
2174,1qSwdmDJebYJFNv1DZ7k2j,Heatmiser,"['alternative rock', 'indie rock', 'lo-fi', 'portland punk', 'post-hardcore']",0.671,0.457,7.0,-12.045,1.0,0.0335,0.552,0.431,0.245,0.416,88.795
2175,4zTQ2SHMTUU8FtdW7psRZr,Heatmiser,"['alternative rock', 'indie rock', 'lo-fi', 'portland punk', 'post-hardcore']",0.434,0.487,0.0,-9.696,1.0,0.0253,0.286,0.0434,0.154,0.074,100.547
2176,1ytYTPuKbW0NIXb2kgmSVq,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",0.591,0.666,11.0,-8.062,0.0,0.0463,0.0012,0.000686,0.088,0.451,97.696
2177,7Ks4VCY1wFebnOdJrM13t6,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.509,0.787,7.0,-6.754,1.0,0.265,0.359,2.76e-05,0.26,0.507,114.449
2178,1DDEOszvliLLv80PQzGF69,Phantogram,"['chillwave', 'indietronica', 'metropopolis', 'modern rock']",0.613,0.815,0.0,-4.541,1.0,0.0295,0.138,0.821,0.113,0.219,99.983
2179,3Z2sglqDj1rDRMF5x0Sz2R,Childish Gambino,"['atl hip hop', 'hip hop', 'pop', 'rap']",0.473,0.461,6.0,-6.474,0.0,0.333,0.149,0.0,0.0973,0.615,165.985
2180,4r0GVpjSsKSR1biv4fOoa5,Childish Gambino,"['atl hip hop', 'hip hop', 'pop', 'rap']",0.556,0.45,5.0,-11.874,1.0,0.0338,0.0105,0.0483,0.0707,0.25,117.99
2181,5zZOhHw2p7VLPau3A29hJw,Joywave,"['indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'rochester ny indie', 'rock', 'shimmer pop', 'vapor soul']",0.57,0.636,0.0,-7.161,0.0,0.0418,0.315,0.00428,0.0784,0.364,135.01
2182,3rOSwuTsUlJp0Pu0MkN8r8,Future,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",0.833,0.434,2.0,-8.795,1.0,0.431,0.0102,0.0219,0.165,0.281,150.062
2183,7EiZI6JVHllARrX9PUvAdX,Future,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",0.722,0.331,8.0,-7.789,1.0,0.0726,0.337,0.282,0.146,0.102,143.961
2184,2nwCO1PqpvyoFIvq3Vrj8N,Nancy Sinatra,"['folk rock', 'sunshine pop']",0.74,0.392,9.0,-11.996,1.0,0.0824,0.483,1.11e-06,0.0965,0.387,82.742
2185,3XFkhxO5jo2hBOWNzIQ9UB,Jon McLaughlin,"['acoustic pop', 'indiecoustica', 'indy indie', 'neo mellow', 'piano rock', 'viral pop']",0.323,0.244,11.0,-11.499,1.0,0.0293,0.776,1.02e-06,0.153,0.19,79.948
2186,4JLcAU2xY90qTkTSNM1lUa,Nancy Sinatra,"['folk rock', 'sunshine pop']",0.433,0.174,5.0,-18.791,0.0,0.0537,0.982,0.101,0.111,0.366,95.802
2187,4feXcsElKIVsGwkbnTHAfV,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",0.257,0.338,4.0,-12.902,1.0,0.0357,0.736,0.0,0.252,0.544,207.356
2188,34x1T1IkGuOreXijqEk2L7,The National,"['indie rock', 'modern rock', 'stomp and holler']",0.597,0.799,10.0,-6.453,1.0,0.0373,0.111,0.764,0.0907,0.705,152.104
2189,1NQQ4kRk5UQDB3qxlw2zji,The Jackson 5,"['adult standards', 'motown']",0.505,0.575,5.0,-5.57,1.0,0.0255,0.586,2.54e-06,0.651,0.312,93.853
2190,0s9zhya2wN7wOIU636orsF,The Righteous Brothers,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'rock-and-roll', 'rockabilly']",0.326,0.345,0.0,-11.309,1.0,0.0282,0.471,0.00285,0.364,0.255,98.837
2191,0TJiGLT3w6HRsd5SSdEUWZ,Elliott Smith,"['alternative rock', 'indie rock', 'melancholia', 'pop rock', 'rock', 'singer-songwriter']",0.313,0.226,7.0,-14.301,0.0,0.0551,0.736,0.000416,0.0918,0.183,72.018
2192,1IF5UcqRO42D12vYwceOY6,Harry Styles,['pop'],0.671,0.156,8.0,-16.288,1.0,0.0371,0.804,0.0518,0.113,0.201,94.08
2193,2DptK8PS4fOEkbSyrUuUQp,Joywave,"['indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'rochester ny indie', 'rock', 'shimmer pop', 'vapor soul']",0.676,0.703,6.0,-4.993,1.0,0.0311,0.0963,0.00241,0.238,0.693,97.978
2194,1LkQj60h7ZaRuy0BCeUe6a,Animal Collective,"['alternative dance', 'alternative rock', 'art pop', 'baltimore indie', 'chillwave', 'dream pop', 'experimental pop', 'freak folk', 'indie rock', 'modern rock', 'new rave', 'noise pop']",0.701,0.796,0.0,-6.281,1.0,0.137,0.288,0.0,0.378,0.688,101.641
2195,0Ur3MkuypsbtszAJyihCFT,Marian Hill,['electropop'],0.675,0.363,5.0,-14.619,1.0,0.167,0.452,9.08e-05,0.125,0.11,114.802
2196,0Ceozg27V0Ws9jgQixD8fr,SWMRS,['oakland indie'],0.792,0.41,5.0,-10.141,1.0,0.0492,0.334,2.19e-05,0.106,0.561,112.043
2197,4G2yqD7N1igPRafkvJb7S4,Modest Mouse,"['alternative rock', 'double drumming', 'indie rock', 'modern rock', 'rock', 'washington indie']",0.414,0.417,4.0,-8.994,1.0,0.0358,0.37,0.0676,0.479,0.71,102.841
2198,0MXoCt3yldHMwebN3fMEB5,Modest Mouse,"['alternative rock', 'double drumming', 'indie rock', 'modern rock', 'rock', 'washington indie']",0.581,0.728,11.0,-7.061,0.0,0.0348,0.0505,0.000299,0.138,0.609,126.69
2199,7M4DJzwgi00cVK5XVvNB66,Silversun Pickups,"['alternative rock', 'indie rock', 'la indie', 'modern rock', 'rock']",0.521,0.688,1.0,-7.361,1.0,0.0486,0.0383,0.00051,0.149,0.204,153.018
2200,0Fe3WxeO6lZZxj7ytvbDUh,Modest Mouse,"['alternative rock', 'double drumming', 'indie rock', 'modern rock', 'rock', 'washington indie']",0.639,0.903,11.0,-5.013,0.0,0.0371,0.00963,7.06e-05,0.174,0.96,135.938
2201,5o5R70FLhegu7hpsTHAybE,Modest Mouse,"['alternative rock', 'double drumming', 'indie rock', 'modern rock', 'rock', 'washington indie']",0.65,0.957,9.0,-3.4,0.0,0.0439,0.0102,0.0125,0.193,0.877,128.009
2202,27QCaXOhT6qY0NT6tv5IZ6,Modest Mouse,"['alternative rock', 'double drumming', 'indie rock', 'modern rock', 'rock', 'washington indie']",0.622,0.413,8.0,-9.975,1.0,0.0457,0.0839,0.00235,0.131,0.52,130.166
2203,4fcZJvLzJ4Laeu1N6yVHLA,Modest Mouse,"['alternative rock', 'double drumming', 'indie rock', 'modern rock', 'rock', 'washington indie']",0.528,0.633,7.0,-7.697,1.0,0.0336,0.0607,0.143,0.107,0.323,168.143
